a,1.0,2.0,3.0,4.0,5.0,6.0
b,2.0,3.0,4.0,5.0,6.0,7.0
c,12.0,23.0,12.0,12.0,7.0,2.0
,*,*,*,*,*,*
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID,P Values,a,b,c,R Values,a,b,c
Fbxo47,0.948214921,0.888843855,1.174502374,0.940456806,1.432896952,0.642982682,ENSPEMG00000003489,3488,,0.9619452036689846,0.9619452036689846,0.9678680122259398,,-0.02537531066224824,-0.02537531066224824,0.0214246032443009
null1832,4.033580187,3.564514446,4.963767214,2.981261796,2.794417565,5.79438445,ENSPEMG00000000981,981,,0.6948676666489481,0.6948676666489481,0.4223273688091902,,0.2063503886314082,0.2063503886314082,-0.40770514401721775
Card19,40.28765039,45.79790919,48.0391419,40.27522749,33.01279667,54.37963029,ENSPEMG00000017110,17109,,0.739475328840701,0.739475328840701,0.8235980551205742,,0.17548444982433734,0.17548444982433734,-0.11815108025562465
Trir,114.7562741,104.0004921,126.0324014,100.4018959,81.68059692,142.867435,ENSPEMG00000016449,16448,,0.8205439075361786,0.8205439075361786,0.5210102435957554,,0.12021651847087483,0.12021651847087483,-0.3314658449004643
Khnyn,5.737027355,8.190723638,9.509867066,5.40745852,11.09963502,6.868585076,ENSPEMG00000012242,12241,,0.637427104246463,0.637427104246463,0.944481781599043,,0.2467213576480271,0.2467213576480271,-0.037029069761750175
Adgrd1,0.97814133,1.222528623,0.820945707,0.801602257,1.538095048,0.693197935,ENSPEMG00000019028,19027,,0.8747647567811752,0.8747647567811752,0.6212279345378666,,-0.08368551946831695,-0.08368551946831695,0.25825629101561565
Troap,0.979739241,2.325141193,1.2376601,0.872567772,2.008831621,1.565989689,ENSPEMG00000009011,9010,,0.7777836559618592,0.7777836559618592,0.5767118870547411,,0.14925249415271896,0.14925249415271896,0.29035132413174775
Cadm1,80.40593886,78.35050353,59.20470095,87.4970636,81.25838333,46.11293121,ENSPEMG00000001825,1825,,0.36958295991354423,0.36958295991354423,0.3025114669114074,,-0.4508192212076416,-0.4508192212076416,0.5089322023036127
Syne3,2.132914573,1.8015705,2.698052292,1.718541583,3.178092113,1.705671656,ENSPEMG00000017706,17705,,0.8664987795286969,0.8664987795286969,0.6992298449466542,,0.08923769109810453,0.08923769109810453,-0.20331490962099646
TUG1_3,38.16639367,54.08942642,63.49594788,40.40678643,83.4956868,32.72619524,ENSPEMG00000003213,3212,,0.8414527221249716,0.8414527221249716,0.868692641695717,,0.10609627329283389,0.10609627329283389,0.08776357020523551
null1833,3.892414882,1.862836926,2.294059018,2.619028064,1.731842018,2.992636889,ENSPEMG00000014190,14189,,0.5570417325184132,0.5570417325184132,0.5905337688198226,,-0.30473877353630685,-0.30473877353630685,-0.2803199321370887
Hpgd,1.356403697,0.058275915,0.018358749,0.968013314,0.05959574,0.018067003,ENSPEMG00000000284,284,,0.29371230953109995,0.29371230953109995,0.8688092475818687,,-0.5168925505615205,-0.5168925505615205,0.08768523007578116
Col9a2,5.707314559,65.07836338,38.76594713,7.918554979,61.51543495,36.92658952,ENSPEMG00000018729,18728,,0.6446145161680952,0.6446145161680952,0.6939726570856649,,0.2416259463169753,0.2416259463169753,0.20697368205531402
null1834,6.817063221,14.54075805,11.18320724,9.238886801,15.61100439,7.753277141,ENSPEMG00000020588,20587,,0.8679334158013752,0.8679334158013752,0.45687504203515317,,0.0882736727183612,0.0882736727183612,0.3804371723116816
Twf1,35.40444577,30.56108712,35.16983503,31.57618513,38.62775855,30.55978496,ENSPEMG00000000838,838,,0.911495045070671,0.911495045070671,0.6398992594210393,,-0.05907201393950828,-0.05907201393950828,-0.2449672356346042
Prss42,0.173994597,0.860329625,0.575114413,0.225359841,0.917367309,0.448876768,ENSPEMG00000016065,16064,,0.6971705344844207,0.6971705344844207,0.6587853203162026,,0.20474741694753204,0.20474741694753204,0.23161833341009502
Acad11,5.362100645,7.631986436,6.459948251,5.368314667,8.539218177,5.577255115,ENSPEMG00000009278,9277,,0.8377348104411342,0.8377348104411342,0.6379842597131568,,0.10860377896171802,0.10860377896171802,0.24632588633239083
Fam210b,3.200217274,3.62683411,3.727390646,3.065029092,3.450562052,3.870919749,ENSPEMG00000020071,20070,,0.4695354442037391,0.4695354442037391,0.7132040105371137,,0.37061117925706377,0.37061117925706377,-0.19361672449833037
null1835,14.19539604,13.96288579,12.8213531,7.020777933,4.928728769,23.24295507,ENSPEMG00000013058,13057,,0.8470698883947434,0.8470698883947434,0.6547696859316066,,0.10231038279583587,0.10231038279583587,-0.23444915169943642
Gsdmd,24.40679864,11.57492398,13.036587,20.5855804,11.32724934,13.12226312,ENSPEMG00000015784,15783,,0.3296126252265727,0.3296126252265727,0.982956865875209,,-0.48493849173559755,-0.48493849173559755,0.011362578417165176
Ndufs8,105.7916705,83.29033302,97.3172399,93.7038427,71.26929175,107.525221,ENSPEMG00000014723,14722,,0.8214375321855076,0.8214375321855076,0.5697171923698349,,-0.1196120771593937,-0.1196120771593937,-0.29545206466533175
E130311K13Rik,5.606888227,4.928168289,4.900891377,5.43493898,4.108925778,5.358899419,ENSPEMG00000022344,22343,,0.548241713897502,0.548241713897502,0.9760974287214933,,-0.3112202525379246,-0.3112202525379246,0.01593639663451668
null1836,0.760182292,0.290312248,0.457287512,0.748293733,0.074221801,0.450020585,ENSPEMG00000004602,4601,,0.45102613224507215,0.45102613224507215,0.9714868553098249,,-0.38500561985122594,-0.38500561985122594,0.019011053452735176
Armc12,2.922651768,3.053013428,1.675385524,2.475018133,2.908138814,2.12965007,ENSPEMG00000019234,19233,,0.4891133331121595,0.4891133331121595,0.41182605688443774,,-0.35557689041539664,-0.35557689041539664,0.4161367305667414
Dhx37,13.52543041,13.44176376,14.79904761,12.08841298,19.69772109,10.07935189,ENSPEMG00000001822,1822,,0.97101482967542,0.97101482967542,0.9426180695308778,,-0.019325852878230687,-0.019325852878230687,0.038273308482174306
Dgcr6,44.19041775,39.35160859,38.11020474,31.55168734,39.8597657,46.77070655,ENSPEMG00000012492,12491,,0.8805236143696832,0.8805236143696832,0.4269250556556838,,0.07982044383807846,0.07982044383807846,-0.4040355146279722
null1837,36.27711239,33.4137131,36.99468853,29.47574683,22.60273362,46.82356434,ENSPEMG00000007572,7571,,0.8739525513699067,0.8739525513699067,0.6035706565461337,,0.08423083366235484,0.08423083366235484,-0.27091409214350026
Mroh1,13.02714809,10.38355155,10.1322355,11.73974645,12.17102933,9.216444894,ENSPEMG00000016419,16418,,0.369682361485392,0.369682361485392,0.8312768319599285,,-0.45073605384518156,-0.45073605384518156,0.11296260029458247
Epas1,15.3537007,17.82519397,12.7386273,13.03412531,22.32555034,10.63325367,ENSPEMG00000020696,20695,,0.8148260120046229,0.8148260120046229,0.6085247816820438,,-0.12408619288684886,-0.12408619288684886,0.2673534288329106
Ccdc17,2.767063541,5.727818583,5.008053774,2.684313981,4.522366591,5.697651926,ENSPEMG00000022313,22312,,0.5110983551432899,0.5110983551432899,0.9680065887830541,,0.3389101838806739,0.3389101838806739,0.02133217663057657
Susd6,6.331446595,6.553877044,7.143273472,5.665844122,10.51256038,3.934776759,ENSPEMG00000020206,20205,,0.9415508615726352,0.9415508615726352,0.8629628089402842,,-0.03898584376108505,-0.03898584376108505,0.09161444031994992
Psca,2.718730554,1.461280574,1.526421721,2.180617253,1.356735624,1.752525579,ENSPEMG00000018490,18489,,0.36055374005438046,0.36055374005438046,0.925817707135517,,-0.4584069077495726,-0.4584069077495726,-0.049495279469277884
Wdr13,9.698487311,7.650445418,7.190572627,8.476286316,8.628550684,7.048312834,ENSPEMG00000013962,13961,,0.3381864224069676,0.3381864224069676,0.8730807242371881,,-0.4775000602600172,-0.4775000602600172,0.08481623400090765
Dcxr,20.91036641,16.74406558,16.09523228,18.27171692,13.12785034,19.61962983,ENSPEMG00000009098,9097,,0.5746435350683524,0.5746435350683524,0.8791033419103754,,-0.29185789544746976,-0.29185789544746976,-0.08077343673207626
null1838,0.2650444,0.267935239,0.185697687,0.184164245,0.137001701,0.33226672,ENSPEMG00000007742,7741,,0.9350888553309082,0.9350888553309082,0.9129508897920912,,-0.04330115953244862,-0.04330115953244862,-0.058098108066049314
Moxd1,3.315239438,14.63657585,8.391225843,3.138676489,16.40301797,6.559050024,ENSPEMG00000012508,12507,,0.7706845929246396,0.7706845929246396,0.6388345651766703,,0.1540966530461561,0.1540966530461561,0.24572249392871964
null1839,2.292201499,1.146496479,1.972612131,1.195530615,3.261849925,0.874936164,ENSPEMG00000015269,15268,,0.8653010345949433,0.8653010345949433,0.7500745817726164,,-0.09004265594699207,-0.09004265594699207,-0.16820323245963786
Pgghg,2.304999746,4.194850144,4.559689204,2.748922189,4.814400959,3.391400804,ENSPEMG00000008044,8043,,0.5797087052268037,0.5797087052268037,0.8803761877159164,,0.28817101348212903,0.28817101348212903,0.07991935927547805
null1840,8.498219405,5.767400367,5.099077791,3.836322798,2.520927782,10.26680765,ENSPEMG00000013385,13384,,0.9403676436127084,0.9403676436127084,0.5978222681025575,,-0.03977588100655871,-0.03977588100655871,-0.27505493487843846
Cst3,1180.098757,1108.53411,888.8635111,1012.405018,842.5415812,1187.895352,ENSPEMG00000019347,19346,,0.6606028231842488,0.6606028231842488,0.9274116718456521,,-0.23033837774078714,-0.23033837774078714,0.04843008258496806
St8sia5,0.016601053,0.057059211,0.071901795,0.04085357,0.01458787,0.070759176,ENSPEMG00000022119,22118,,0.65484168357298,0.65484168357298,0.9525130667926595,,0.23439836215810528,0.23439836215810528,0.031668542228987184
null1841,0.408908131,0.624645115,1.097278485,0.344177936,1.06754641,0.663060399,ENSPEMG00000024140,24139,,0.551762012670136,0.551762012670136,0.6959215411885726,,0.30862401182428995,0.30862401182428995,-0.20561667466418493
Matn4,37.5656185,41.07440059,96.33651174,29.01453976,34.25507945,89.76227598,ENSPEMG00000020904,20903,,0.5527146483498263,0.5527146483498263,0.457574290585591,,0.30792222932556945,0.30792222932556945,-0.3798922518554553
Carmil3,0.914723664,0.431526925,0.444909513,0.717445532,0.468523149,0.469113524,ENSPEMG00000017479,17478,,0.314433730110089,0.314433730110089,0.9977092713695166,,-0.49828309172435775,-0.49828309172435775,0.0015271536075305847
null1842,23.09658181,14.3904014,13.54583351,21.62149995,13.98712668,12.52671803,ENSPEMG00000014864,14863,,0.27265996466899944,0.27265996466899944,0.7290206469068309,,-0.536313774492459,-0.536313774492459,0.18268520708612995
Tmem79,0.18252398,0.185881545,0.131756718,0.179669471,0.142568525,0.162078654,ENSPEMG00000007739,7738,,0.38938185507062995,0.38938185507062995,0.353277906298381,,-0.43440370988868565,-0.43440370988868565,0.4645700595144735
Ctsc,11.73025144,6.821148028,4.630317177,8.383931026,7.25590347,6.142780983,ENSPEMG00000023091,23090,,0.30641709676959705,0.30641709676959705,0.870556483097447,,-0.5054267290475061,-0.5054267290475061,0.0865115022172783
Mapk8ip1,43.92230102,35.97333818,36.46509197,40.5306355,35.37453246,37.79833376,ENSPEMG00000019088,19087,,0.3581679067411883,0.3581679067411883,0.924633692503668,,-0.4604229805059028,-0.4604229805059028,-0.05028659225947248
null1843,0.122004565,0.465933238,0.748596594,0.260209137,0.500309916,0.498356129,ENSPEMG00000021654,21653,,0.47273409991030635,0.47273409991030635,0.875685072778378,,0.3681418245815791,0.3681418245815791,-0.08306768044529905
Pemt,5.228812513,4.3380368,4.620471161,3.904650007,3.168774361,6.105422628,ENSPEMG00000010202,10201,,0.9875287857327537,0.9875287857327537,0.5555244166369053,,0.008314334429702808,0.008314334429702808,-0.3058542904077596
null1844,26.53892889,14.94374966,20.75465806,23.372582,18.11951288,17.84070912,ENSPEMG00000008810,8809,,0.43293410030025775,0.43293410030025775,0.7604899367055173,,-0.3992589119231411,-0.3992589119231411,-0.16106618549592197
Col17a1,0.181565849,0.022129682,0.029280497,0.129291384,0.044130201,0.016465823,ENSPEMG00000010272,10271,,0.29603389321684664,0.29603389321684664,0.9121646927213743,,-0.5147836801983875,-0.5147836801983875,0.05862403075892683
Saraf,48.79807214,41.52432857,49.5303347,46.09489393,46.13627135,45.88709897,ENSPEMG00000000797,797,,0.8820572851087906,0.8820572851087906,0.3319799381678896,,-0.07879152526712024,-0.07879152526712024,-0.48287771677966396
Nov,4.849753014,5.329125069,5.348869502,4.445590248,4.863646086,5.869021393,ENSPEMG00000015443,15442,,0.5650172400784387,0.5650172400784387,0.6688300914684786,,0.29888887531486796,0.29888887531486796,-0.2245542948660336
Gart,20.02566956,22.71666361,21.89064219,19.88124649,24.75310851,20.02507956,ENSPEMG00000021620,21619,,0.8329397681100746,0.8329397681100746,0.7378509998062175,,0.11183979046488571,0.11183979046488571,0.17660196924446986
null1845,6.929304743,5.40376662,4.035215862,3.095214985,1.074529252,9.369292206,ENSPEMG00000020222,20221,,0.95274581128435,0.95274581128435,0.7147022455302632,,-0.0315132242293511,-0.0315132242293511,-0.19257921566510794
Fgf2,0.771715624,0.778052371,1.236696428,0.790032562,1.491888003,0.493396063,ENSPEMG00000016190,16189,,0.9335283033132319,0.9335283033132319,0.985062967084852,,0.044343529403498616,0.044343529403498616,-0.009958351129200516
null1846,4.270159786,5.591198854,3.434737312,4.083281849,1.983371454,5.915270576,ENSPEMG00000012421,12420,,0.8917849766262852,0.8917849766262852,0.7261936118634305,,-0.07226916549262835,-0.07226916549262835,0.18463568977779937
Snx14,12.42080698,10.84862652,10.34000091,11.68714995,11.5630087,10.01997354,ENSPEMG00000009462,9461,,0.3094809106367036,0.3094809106367036,0.7227023130135029,,-0.5026884621785179,-0.5026884621785179,0.18704648492650508
Impdh1,11.58786519,16.53082082,15.9638803,11.65441962,16.21794092,15.58566029,ENSPEMG00000014779,14778,,0.5102676465612983,0.5102676465612983,0.9397485780015783,,0.3395360042120616,0.3395360042120616,0.04018925223744353
Ttc28,2.944370025,2.520784739,3.327657842,2.365589472,4.721701045,1.685445914,ENSPEMG00000018631,18630,,0.9495824442468123,0.9495824442468123,0.9576526764062755,,-0.03362437572664789,-0.03362437572664789,-0.028239055419949255
Stard10,28.90201006,22.0827394,19.51147823,21.21204873,22.22677855,24.675593,ENSPEMG00000020876,20875,,0.5527047491385902,0.5527047491385902,0.7094488590050585,,-0.3079295200987705,-0.3079295200987705,-0.19621902964590854
Susd2,0.03635611,0.124958997,0.049207525,0.035787534,0.111815421,0.05811066,ENSPEMG00000007530,7529,,0.8855400952310952,0.8855400952310952,0.463431786433482,,0.07645557572324108,0.07645557572324108,0.37533781548831197
null1847,0.882033005,1.407538482,0.75040131,0.899247341,0.692027036,1.24198304,ENSPEMG00000000005,5,,0.9441373330162754,0.9441373330162754,0.48957733189785696,,-0.03725901940821455,-0.03725901940821455,0.3552228378385116
Jph1,0.227079222,0.366593936,0.245879033,0.243848629,0.385478265,0.208975539,ENSPEMG00000019130,19129,,0.9621777358587155,0.9621777358587155,0.3980400652797691,,-0.0252201899285438,-0.0252201899285438,0.4273157260747492
Fes,0.489930558,0.358870836,0.330470265,0.442738286,0.239960555,0.41080249,ENSPEMG00000007790,7789,,0.45092241038515335,0.45092241038515335,0.9250741699712041,,-0.38508680419642743,-0.38508680419642743,0.04999220052354754
null1848,0.748664378,1.086471596,0.432344557,0.343912776,0.219291684,1.329606273,ENSPEMG00000013045,13044,,0.9610668074148478,0.9610668074148478,0.9676941259922849,,0.025961294263955992,0.025961294263955992,0.021540580924104213
Tubgcp6,3.467302157,3.823128397,4.140145161,2.925494321,5.826390381,2.685368736,ENSPEMG00000022065,22064,,0.9369871430554575,0.9369871430554575,0.9498361106580611,,0.04203332613031441,0.04203332613031441,0.033455074336049606
Crot,9.381792235,9.899710912,10.44408811,9.766673282,11.3452631,8.618629527,ENSPEMG00000022689,22688,,0.9864830530381138,0.9864830530381138,0.7423044697265698,,-0.00901154191068504,-0.00901154191068504,0.1735391112424389
Elovl1,72.40999063,79.91613892,78.79927829,78.59957824,72.67306199,77.62792873,ENSPEMG00000016345,16344,,0.8984884092273158,0.8984884092273158,0.42831785007386924,,0.06777818217166062,0.06777818217166062,0.40292642924600197
null1849,6.651595051,4.911115532,3.681164471,3.055532741,0.779328908,8.662896258,ENSPEMG00000003078,3077,,0.9145876937548483,0.9145876937548483,0.7246058424299298,,-0.057003279151343456,-0.057003279151343456,-0.18573179147832747
Plxdc1,0.192386222,0.01574399,0.126476242,0.142033107,0.054339382,0.087858608,ENSPEMG00000000347,347,,0.525038263055704,0.525038263055704,0.6269653904998901,,-0.32845241508658596,-0.32845241508658596,-0.25416259075464764
null1850,1.87563345,2.279839859,1.390340684,2.342617522,1.943550868,1.124684098,ENSPEMG00000000669,669,,0.4058009517928705,0.4058009517928705,0.14006930173899257,,-0.4210067081089735,-0.4210067081089735,0.6764773482901205
Nes,8.126929306,5.019832157,3.375865082,7.431045554,5.24188959,2.817240819,ENSPEMG00000009967,9966,,0.2578591052702674,0.2578591052702674,0.5636251229688488,,-0.5503139556166425,-0.5503139556166425,0.29990833759096325
Rbms1,57.55721518,50.00950494,51.8470396,57.25468616,43.54818502,53.52695355,ENSPEMG00000009449,9448,,0.4962907095844459,0.4962907095844459,0.9483823100155628,,-0.3501115266448614,-0.3501115266448614,0.034425392588384326
Ranbp6,4.46861025,4.235863942,4.770840092,4.015632541,5.813727887,3.628646994,ENSPEMG00000013745,13744,,0.9765400128276354,0.9765400128276354,0.954263426938792,,-0.01564126698956736,-0.01564126698956736,-0.030500506720523235
Ccdc115,26.1987931,24.43984396,27.815301,25.82770314,25.71188464,26.20222833,ENSPEMG00000020161,20160,,0.8643274078991492,0.8643274078991492,0.3537050038243306,,0.09069708496852741,0.09069708496852741,-0.46420704028918003
Med10,49.1276215,45.99843425,56.12253212,42.10724987,41.04063274,61.02010313,ENSPEMG00000021408,21407,,0.6954130929563782,0.6954130929563782,0.4239426890270359,,0.2059706305515117,0.2059706305515117,-0.40641438853903394
Coq8a,3.936016097,3.019826447,2.7007853,3.621967465,3.085628304,2.667291167,ENSPEMG00000010057,10056,,0.2591405969764086,0.2591405969764086,0.6832574663426508,,-0.5490896882170998,-0.5490896882170998,0.21444907967934457
null1851,12907.22964,8138.63292,8673.892804,11531.23923,6554.479081,9535.012799,ENSPEMG00000018263,18262,,0.3923076003870043,0.3923076003870043,0.9931332920923663,,-0.43200260938557966,-0.43200260938557966,-0.004577837250381242
Xirp2,0.012249064,0.951951725,0.855473801,0.030143749,1.237818558,0.495990815,ENSPEMG00000012379,12378,,0.6198440952813156,0.6198440952813156,0.8548109947025511,,0.2592450498955456,0.2592450498955456,0.09709781580898078
Spock2,0.380688773,0.166153551,0.314061612,0.231978901,0.366382616,0.231803056,ENSPEMG00000008616,8615,,0.7890072891392773,0.7890072891392773,0.42964133848461383,,-0.14160836133176566,-0.14160836133176566,-0.4018736278514679
Mrps23,62.01650153,49.54260144,57.07820237,52.11161463,52.96006765,59.53541275,ENSPEMG00000016423,16422,,0.8810425562760094,0.8810425562760094,0.25098262992397297,,-0.07947227393309342,-0.07947227393309342,-0.5569243411592781
Cdk5,38.64292664,30.80255389,35.14398046,34.17422518,31.08202241,36.44470231,ENSPEMG00000008062,8061,,0.7119900847605373,0.7119900847605373,0.42205018058341764,,-0.19445767037620384,-0.19445767037620384,-0.4079268007585045
Nadk,47.5653673,46.71597079,50.12240241,39.83219364,57.16826033,46.64473452,ENSPEMG00000015315,15314,,0.7677825040641468,0.7677825040641468,0.6528085054810835,,0.1560790609600225,0.1560790609600225,-0.23583312744923657
Osbpl8,5.631808488,5.496614844,6.68774629,4.60346751,8.724101414,4.435237553,ENSPEMG00000008934,8933,,0.9186612583995226,0.9186612583995226,0.8976784810392238,,0.05427913390281158,0.05427913390281158,-0.06832064631140622
null1852,0.214358619,0.192963188,0.049736849,0.211006245,0.188363694,0.032630975,ENSPEMG00000013601,13600,,0.32797876272964405,0.32797876272964405,0.31705291655529416,,-0.4863639344205586,-0.4863639344205586,0.49596379447481387
null1853,3.34186418,2.871566803,3.256682367,1.918933606,3.034488405,4.035836781,ENSPEMG00000000037,37,,0.7012452845405541,0.7012452845405541,0.3343015253609989,,0.2019137622985072,0.2019137622985072,-0.48086192815460543
Sfxn5,0.153889902,0.253887593,0.286604277,0.254491782,0.227182906,0.196778889,ENSPEMG00000010868,10867,,0.8281370085964858,0.8281370085964858,0.4769448225186258,,0.1150833895625229,0.1150833895625229,0.3648990476656856
Lat,0.184717192,0.211629489,0.250012331,0.272742575,0.081158418,0.229636672,ENSPEMG00000009303,9302,,0.8304510491032839,0.8304510491032839,0.7208316486849258,,-0.11352027360578895,-0.11352027360578895,0.1883391328222692
Zdhhc1,15.61058414,15.2062277,13.49206397,15.77989586,13.3361299,14.35180402,ENSPEMG00000014208,14207,,0.3318127292153023,0.3318127292153023,0.4071207083311245,,-0.48302309837844165,-0.48302309837844165,0.4199379100675947
Ugp2,107.7485071,138.6679359,141.5825417,92.67955446,125.4726325,156.2800467,ENSPEMG00000010268,10267,,0.49519861440645996,0.49519861440645996,0.7168265192603722,,0.35094157755690913,0.35094157755690913,-0.19110891993424223
null1854,0.240092281,0.080229459,0.04332824,0.137863516,0.079116254,0.095939313,ENSPEMG00000022054,22053,,0.33030256869673136,0.33030256869673136,0.9867525013661728,,-0.48433733287410197,-0.48433733287410197,-0.008831895392160602
null1855,0.061002283,0.12813164,0.308245656,0.020016087,0.375232437,0.086670631,ENSPEMG00000020006,20005,,0.6818154180319562,0.6818154180319562,0.7983397111031925,,0.2154570168537594,0.2154570168537594,-0.1352651596301455
Ptchd3,0.197334167,0.100482084,0.071223798,0.122304322,0.109180151,0.109031929,ENSPEMG00000009686,9685,,0.35877164627611413,0.35877164627611413,0.94124914002588,,-0.4599123617648122,-0.4599123617648122,-0.03918729923523283
Medag,38.41824273,20.88528741,13.59482409,35.48589441,18.99867857,11.7828909,ENSPEMG00000000331,331,,0.25018063738637825,0.25018063738637825,0.5901853425108238,,-0.5576998840106793,-0.5576998840106793,0.2805720450098959
Mtmr6,10.1519878,9.364150913,11.5692835,8.629827126,14.80570603,7.541632098,ENSPEMG00000019883,19882,,0.9896248903392899,0.9896248903392899,0.9155717469219374,,0.006916850080999792,0.006916850080999792,-0.056345129729657606
Shtn1,1.653747944,3.296045771,2.986687681,1.720029256,3.416392328,2.659932225,ENSPEMG00000007069,7068,,0.5826088040221801,0.5826088040221801,0.8298154929348618,,0.2860639115274889,0.2860639115274889,0.11394953043124537
Bche,0.113248534,0.740820561,0.597299211,0.201378584,0.744757917,0.459346106,ENSPEMG00000009079,9078,,0.6095789166283887,0.6095789166283887,0.7265288482676873,,0.2665967385390823,0.2665967385390823,0.1844043212914128
Ttc8,10.9447286,10.14591993,11.33451605,10.91884964,10.42558662,10.75515961,ENSPEMG00000021250,21249,,0.8998018967341099,0.8998018967341099,0.5017062582268941,,-0.06689853505722446,-0.06689853505722446,-0.346003491130462
null1856,5.953722783,5.124883704,3.683788252,2.635724964,2.159124352,7.92183777,ENSPEMG00000020638,20637,,0.9961495455983066,0.9961495455983066,0.7020697439145354,,-0.0025669752393718825,-0.0025669752393718825,-0.20134083099936592
null1857,27.14220314,26.1126459,29.99615542,20.14994508,20.33290769,37.0273187,ENSPEMG00000002836,2835,,0.7223552670047952,0.7223552670047952,0.4962387998064507,,0.1872862481381704,0.1872862481381704,-0.3501509684032559
null1858,0.305820462,0.093433827,0.220759488,0.040138361,0.053746821,0.39105237,ENSPEMG00000020979,20978,,0.930048417134775,0.930048417134775,0.337710176510411,,0.04666826860882034,0.04666826860882034,-0.4779114342094589
Kntc1,0.644448864,1.097641497,1.238879418,0.624193208,1.353663215,0.954788854,ENSPEMG00000017028,17027,,0.5628986091936903,0.5628986091936903,0.9575204930842154,,0.3004406433875872,0.3004406433875872,-0.028327248183338996
null1859,4.974543105,4.796399321,4.226031224,4.962418816,4.693730309,4.19886295,ENSPEMG00000019394,19393,,0.28124399310842896,0.28124399310842896,0.33273067073498735,,-0.5283282125616087,-0.5283282125616087,0.4822253120450128
null1860,4.594102942,6.140678742,4.815009732,3.27573625,1.811466938,8.347278373,ENSPEMG00000015917,15916,,0.8505071850494241,0.8505071850494241,0.8927699052813998,,0.09999516158524407,0.09999516158524407,-0.07160913052522144
Nat14,3.73107958,2.975659047,3.183442703,3.763573776,2.653015619,3.090707413,ENSPEMG00000001013,1013,,0.3837281018430582,0.3837281018430582,0.8536750153797303,,-0.439061242872155,-0.439061242872155,0.09786240076508043
Prrg3,0.302787875,0.346902433,0.531352145,0.184998134,0.555075559,0.406088306,ENSPEMG00000023422,23421,,0.560848268478914,0.560848268478914,0.5643954536718749,,0.3019439088979497,0.3019439088979497,-0.299344131692686
Soga1,1.470459486,2.035288311,2.618477163,1.258199742,3.626556506,1.209078206,ENSPEMG00000019663,19662,,0.8223587661946158,0.8223587661946158,0.9859142259552328,,0.11898905387645839,0.11898905387645839,0.009390792078362825
null1861,8.006549598,6.696334253,5.981892265,5.438120772,10.90519271,4.180503724,ENSPEMG00000000796,796,,0.7618856195702236,0.7618856195702236,0.912345776251822,,-0.16011109974878146,-0.16011109974878146,0.058502892941310114
null1862,0.432786465,0.69417756,0.337404029,0.426018078,0.562848656,0.442722954,ENSPEMG00000023651,23650,,0.8381149838690699,0.8381149838690699,0.28112086916028756,,-0.10834731217807757,-0.10834731217807757,0.5284420882444745
Cpne5,0.171920692,0.262624811,0.271474506,0.176283343,0.283260274,0.236627786,ENSPEMG00000008964,8963,,0.5380015587660119,0.5380015587660119,0.9636994560371124,,0.3187991180811243,0.3187991180811243,0.024205089786000986
null1863,2.279073653,3.430298018,2.00807708,1.451631834,1.197689581,4.095187322,ENSPEMG00000014752,14751,,0.8713707181074151,0.8713707181074151,0.9835554466851052,,0.08596461163707736,0.08596461163707736,0.010963474805040008
Ctif,8.080656052,8.272162263,9.488915257,8.16602788,11.19761775,6.438023143,ENSPEMG00000022746,22745,,0.961905199155661,0.961905199155661,0.8644024109232294,,-0.02540199753972683,-0.02540199753972683,0.0906466684587125
Atad1,38.69291165,34.3999969,36.74965137,34.70866427,35.85017972,37.89531037,ENSPEMG00000022621,22620,,0.9217895796649342,0.9217895796649342,0.2360217047558724,,-0.05218765881958479,-0.05218765881958479,-0.5715571720961363
Gls2,3.201872437,3.164866469,2.893984305,3.284226557,3.286458195,2.637740259,ENSPEMG00000013787,13786,,0.4001810845594931,0.4001810845594931,0.33878000291992133,,-0.42557111495020017,-0.42557111495020017,0.47698762731512157
Zfp575,11.32862855,10.21844338,7.954214287,13.30927469,7.64624589,6.989753687,ENSPEMG00000023173,23172,,0.2892924249086544,0.2892924249086544,0.31876489814849,,-0.5209249294340815,-0.5209249294340815,0.4944516485366128
Pls3,75.48084214,53.06302758,61.3766519,73.66374062,55.09236426,53.89397097,ENSPEMG00000000739,739,,0.3430076205656905,0.3430076205656905,0.9249180897263799,,-0.4733472786545755,-0.4733472786545755,0.05009651526998127
Reep6,2.666272578,3.423987659,3.489795167,2.855306327,4.917595117,1.810832513,ENSPEMG00000022173,22172,,0.9668171503952405,0.9668171503952405,0.6849439941649845,,-0.022125510163979623,-0.022125510163979623,0.2132708395750652
null1864,64.17274368,64.58974187,59.8415385,67.48674101,44.60750395,67.58966777,ENSPEMG00000021455,21454,,0.6801767299464306,0.6801767299464306,0.7208995908444634,,-0.21660295545999905,-0.21660295545999905,0.18829217271297233
Kctd15,28.49752499,30.58599826,28.07087279,27.58024321,31.00583599,28.40947573,ENSPEMG00000007336,7335,,0.9813831232602142,0.9813831232602142,0.6022202133940601,,0.01241188853092412,0.01241188853092412,0.2718859745475489
null1865,4.356600267,2.174795263,1.886912681,4.094464927,2.059980505,1.470067244,ENSPEMG00000022024,22023,,0.26135834724819146,0.26135834724819146,0.6689533254654756,,-0.5469765167306451,-0.5469765167306451,0.22446777796585116
