atf4,120.4407851,93.88109067,104.4019996,622.5634676,565.7069481,647.5238973,
trib3,8.132534372,8.944704667,8.291022066,205.0354602,191.5652193,219.5402592,
chac1,4.012047779,4.326194321,3.577579626,110.6624766,101.1297729,102.2490118,
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID,P Values,atf4,trib3,chac1,R Values,atf4,trib3,chac1
null1578,13.38901713,17.04413844,15.50425933,14.39996075,7.789099139,22.25932464,ENSPEMG00000013182,13181,,0.9636397336418635,0.9663705061258715,0.9196250217982381,,0.02424492809532619,0.022423420821341855,-0.05363474891682479
Mpst,13.55316993,10.35186238,16.74831333,12.91138234,9.297456309,17.4485403,ENSPEMG00000007808,7807,,0.963796014138788,0.9881758730416272,0.9162454503992975,,0.024140680081777832,0.007882914587918899,-0.055894575076591735
Pdrg1,154.9630571,194.2075648,186.4878702,154.8647619,161.7544669,217.0449281,ENSPEMG00000021975,21974,,0.9638465821283803,0.9338648953671498,0.9409980662085788,,0.02410694845831085,0.0441186948355517,-0.03935494032006909
Camkk2,1.477364373,1.532496777,2.107679714,1.660607405,2.219231843,1.425337925,ENSPEMG00000007824,7823,,0.9639821724757408,0.9403272970133476,0.8760580738834971,,0.024016502528166395,0.0398028213912818,0.082817290493951
Serac1,3.304614102,2.730565723,4.329985811,3.745801574,4.434999715,2.560974121,ENSPEMG00000010226,10225,,0.9640620059207604,0.9638227169051143,0.8714609247237859,,0.023963249583650925,0.024122867864748543,0.08590402648923451
Syce2,4.710950473,6.296862258,7.47247131,6.223711851,5.19273276,7.001449292,ENSPEMG00000016357,16356,,0.9641259387321922,0.9486051402474749,0.9901587437751374,,0.02392060326381068,0.03427666360098511,-0.00656093162347729
Arhgap42,9.605574653,12.84795668,11.43990894,10.99375871,14.04645373,9.95310688,ENSPEMG00000021176,21175,,0.9643015191860637,0.9144781938986835,0.8492954659117804,,0.023803482939789372,0.05707651733959282,0.10081120071522795
null1579,46.34097885,46.29617051,47.27669788,44.67441232,54.84621507,43.0249556,ENSPEMG00000023792,23791,,0.9643622243318131,0.9356443903867584,0.8676529238074677,,0.02376298993806139,0.04293011306445674,0.08846213909411671
null1580,9.954372484,7.723416286,7.913322911,4.465228175,2.823470306,16.7835546,ENSPEMG00000022843,22842,,0.964435460038526,0.9735057655100722,0.8886819352868662,,0.023714138604900847,0.01766466035481845,-0.0743490381712012
Psma5,64.3994536,60.62552511,60.53969248,59.25055362,50.00248791,73.40011444,ENSPEMG00000013147,13146,,0.9647456687789656,0.9853248993079199,0.8944716452782259,,0.023507217426070814,0.009783712630412833,-0.07046888276399432
Ccdc28a,4.858662246,4.1703743,4.489766174,4.51783839,4.950904854,4.182318967,ENSPEMG00000013796,13795,,0.9649337266673484,0.9829728266901211,0.9034087992049692,,0.02338177655243917,0.011351936501218407,0.06448351065609695
Vps13d,1.661804667,1.833180478,2.162318163,1.762582577,3.137587365,1.186166261,ENSPEMG00000019865,19864,,0.965059042565514,0.936561077246085,0.8522734415608665,,0.023298187084520167,0.04231787615742563,0.0988059067115464
null1581,1459.566703,1222.382591,1480.09058,1360.398407,879.8247489,1799.459546,ENSPEMG00000013188,13187,,0.9654432913206275,0.9937444446769661,0.9003758627687802,,0.023041883649737915,0.0041703943927854925,-0.06651418075335683
Oasl1,0.330388845,0.182736069,0.098687344,0.269149129,0.120133705,0.206378017,ENSPEMG00000016063,16062,,0.9654699935938202,0.9856937668230754,0.9942959817480987,,0.02302407268523678,-0.009537777999323635,-0.0038026971642421987
null1582,6.405239679,4.738541029,4.518000617,4.359503857,7.107974453,4.699714974,ENSPEMG00000000997,997,,0.9655310504053707,0.9613242202468629,0.9294203738498211,,0.02298334659314462,0.02578957073342708,0.047087886270812146
U5,0.795133201,1.594214673,0.860962005,0.782698042,1.921448859,0.847280136,ENSPEMG00000007159,7158,,0.9656346756863841,0.914969937329728,0.8773142056327977,,0.02291422667065482,0.05674762309950372,0.08197414511805115
Capn11,0.061196557,0.028045026,0.0132526,0.036143699,0.043020279,0.026083996,ENSPEMG00000016267,16266,,0.9660353070069158,0.9957155408858109,0.9518544335458546,,0.022647000443294957,0.0028563138438989083,0.03210807801552644
Anxa2,1669.584961,2034.714223,2195.641604,1619.185084,1837.626031,2429.363357,ENSPEMG00000020921,20920,,0.9665759573879316,0.9368013175625689,0.9394611672037807,,0.022286384830490835,0.042157429706522975,-0.040381170901031715
null1583,1.520576097,1.256969642,0.521032933,1.705210259,1.167041787,0.533263124,ENSPEMG00000012047,12046,,0.9667208448644522,0.9921346232611978,0.8857387952207688,,0.02218974538814994,0.005243632551619609,0.07632233154722023
Grb10,49.96728543,66.45032495,85.49108365,39.77560818,130.8552651,51.39836108,ENSPEMG00000014827,14826,,0.9671401967053236,0.9264651523048897,0.8943252630032814,,0.02191004150099718,0.0490625986214563,0.07056695865692793
Nnat,0.616547135,0.183657428,0.720998128,0.643319193,0.260054138,0.565004454,ENSPEMG00000019799,19798,,0.9672241445927923,0.9844149996525896,0.9680300838778032,,0.021854049432328618,-0.01039037414610458,-0.021316506108258894
Prr5,3.175771529,2.37291149,2.212723908,3.642592325,2.705717969,1.574317521,ENSPEMG00000021855,21854,,0.9674123093703427,0.9973398751503917,0.8774575951898393,,0.021728546650795322,-0.0017734184255469576,0.08187790613605936
null1584,6.947221498,8.298091761,5.121620133,6.256567042,2.467874875,10.71048992,ENSPEMG00000002861,2860,,0.9674480240540936,0.9756667393654147,0.9165781498890959,,0.021704725627339494,0.01622359713424698,-0.05567208306967503
Pcbd2,19.10378281,16.07333962,16.96847447,15.94019022,12.26245033,22.58316892,ENSPEMG00000011130,11129,,0.967614851009248,0.9921045754118138,0.8875802268562689,,0.02159345550669428,0.005263665004121787,-0.07508763394630452
null1585,0.192487438,0.369715107,0.735612025,0.37895422,0.47261046,0.482614759,ENSPEMG00000000475,475,,0.9676995060949913,0.9419285902642801,0.9667883314281511,,0.021536992524238515,0.038733643789931785,0.022144732226817454
Reep2,0.474366973,0.145811621,0.263083724,0.478337288,0.264338355,0.14794455,ENSPEMG00000008127,8126,,0.9679620816318651,0.9791643112569411,0.9309913278713394,,0.021361861591999876,-0.013891352698666565,0.04603830787943666
Kctd3,7.64746798,8.554110671,10.8166203,6.2286425,14.54309961,7.942181473,ENSPEMG00000010370,10369,,0.9680263498551688,0.9290539376009499,0.907573649524613,,0.02131899658847196,0.04733272279941836,0.061695846209298244
null1586,0.118068934,0.229960598,0.127843821,0.023244489,0.134876176,0.314530516,ENSPEMG00000024208,24207,,0.9680420941871088,0.9363332891055477,0.9337879353321298,,0.021308495596832344,0.0424700083370802,-0.044170101703574105
null1587,22.41344938,19.9650614,16.83586008,12.76415204,6.805742525,36.26272743,ENSPEMG00000013576,13575,,0.9680547180690178,0.9773852298697423,0.8892418152745929,,0.021300075854069067,0.015077655983381011,-0.07397372062886709
Ppp3ca,40.7873883,47.97827017,54.17683136,42.07726697,70.67308868,37.87656013,ENSPEMG00000021182,21181,,0.9682081169948336,0.9307599197104098,0.8693303812695841,,0.021197763707804518,0.04619290876890922,0.08733512650965891
Cenpv,11.97702648,7.356131505,8.155511578,11.42508628,5.696299649,9.604776691,ENSPEMG00000018813,18812,,0.9683031915837592,0.973338926378818,0.969217352900618,,0.021134352240034404,-0.017775921379366524,-0.020524646811535374
Ifi35,48.54717899,28.50597323,29.04984335,38.40765406,24.75307167,40.12614063,ENSPEMG00000015956,15955,,0.9683660053310271,0.9781401023549379,0.9414941763357809,,0.021092457732955983,-0.01457429700616443,-0.03902369149947818
Ckap2l,1.694652608,3.418463194,2.909262002,2.160040106,4.651986566,1.921548323,ENSPEMG00000010844,10843,,0.9685185491194153,0.9184461113687931,0.8657273155059675,,0.02099071682832057,0.05442299021388103,0.08975615318348923
Exoc6b,8.539266511,10.02227565,10.7958195,7.202237471,14.60769236,9.028600409,ENSPEMG00000009769,9768,,0.9685485239265428,0.9245353092587719,0.9078937257327288,,0.020970724823274597,0.05035234758513717,0.06148164958469639
Ctxn1,6.571178531,3.467702087,4.07507146,6.429208788,3.674555991,3.861782863,ENSPEMG00000023909,23908,,0.9687095930959783,0.9727375214260354,0.9678663502068802,,0.020863298375513928,-0.018176987625658267,0.02142571176586011
null1588,0.056935464,0.260922613,0.215771959,0.028022522,0.100061983,0.394351372,ENSPEMG00000023453,23452,,0.9687648924184447,0.9375022511647654,0.9342030509041476,,0.020826416134900827,0.041689317890901634,-0.043892820402572474
Dpp7,106.6300496,104.1680363,107.5158397,113.3257551,95.12254181,107.8752128,ENSPEMG00000014332,14331,,0.9690429915714297,0.989396610284984,0.9787554344077277,,0.020640936964268802,-0.007069044226656981,-0.014163990915039865
Ttf2,1.780054186,1.867495145,2.185891113,1.584379,3.032490717,1.555226419,ENSPEMG00000010451,10450,,0.9692464867282433,0.935534819005591,0.884173668030941,,0.02050521608212086,0.043003295757261695,0.07737194826371843
Ninj1,136.0832316,94.36076875,66.21920813,129.1881965,81.29954053,84.31584201,ENSPEMG00000011812,11811,,0.969541146630388,0.9835699017145547,0.9615187288833946,,0.020308694306446093,-0.010953836961311109,0.025659812440073662
Zfp341,2.629519447,2.296337472,1.772043808,2.923258597,1.947079321,1.832057486,ENSPEMG00000022506,22505,,0.969765941076559,0.9908441984639379,0.9238166342755734,,0.02015876996243779,-0.006103943497873909,0.05083269374538221
8-Sep,30.1679354,43.40035361,43.19982096,31.40469213,50.42474591,38.94821315,ENSPEMG00000009781,9780,,0.9700683700460463,0.9132419661721667,0.91922925563206,,0.01995706950060355,0.0579034021375857,0.053899357986464703
Chst15,0.25152996,0.784108195,0.582710966,0.299418734,0.848128111,0.585917212,ENSPEMG00000018146,18145,,0.9701906414739901,0.9090074556839358,0.9286136420911951,,0.019875522869069115,0.060736379846575775,0.04762691635168842
Veph1,0.065064511,0.111816089,0.190218186,0.140903316,0.085761364,0.138663228,ENSPEMG00000020957,20956,,0.9706867797192996,0.9653335518789883,0.9903515213456242,,0.01954463549032534,0.02311508226431072,0.006432407818407829
Tmem130,0.014992759,0.051531368,0.178574044,0.073791428,0.197619164,0.015976023,ENSPEMG00000017312,17311,,0.9710495059177428,0.943940560811649,0.8800470320924377,,0.0193027267563379,0.03739038388639038,0.08014021086153439
null1589,0.845227504,0.92298012,1.272705003,0.897009612,0.881989646,1.238407163,ENSPEMG00000010462,10461,,0.9711279784754374,0.9611817677997988,0.9407302619519575,,0.019250392271113914,0.025884602470456708,-0.03953375470115236
Cables1,2.809201565,3.141856412,2.444282995,2.806418034,3.012199478,2.672711088,ENSPEMG00000004796,4795,,0.9713159039292909,0.9444689797753901,0.8968273256060538,,0.0191250624925232,0.0370376160317923,0.06889076669238754
Zfp185,0.534424906,0.846397741,0.680787952,0.572484662,1.367411458,0.35173388,ENSPEMG00000001172,1172,,0.9713289425913766,0.9322569289719426,0.8572460992661103,,0.019116366871998774,0.04519281447672702,0.09545922338006022
Cobll1,0.258309666,0.548579101,0.613964709,0.297681878,0.974374066,0.315530826,ENSPEMG00000017841,17840,,0.9713416589899042,0.9249901338834363,0.882840478595619,,0.019107886175207534,0.050048365107474624,0.07826615643038898
null1590,1.043816837,1.739484088,0.821988416,0.373633633,0.41692493,2.629009145,ENSPEMG00000012704,12703,,0.971385352387842,0.9572652423039252,0.9087434850047462,,0.01907874662028447,0.028497552851524055,-0.06091301378246372
Ezr,34.41200326,41.75061034,32.34882625,37.1748326,43.03812779,31.08334842,ENSPEMG00000008621,8620,,0.9717271244382931,0.9377114341452127,0.8489934245764691,,0.01885081660768459,0.04154962058947384,0.10101463324437476
Pask,0.341323831,0.597752244,0.512134938,0.359984826,0.72840638,0.446842178,ENSPEMG00000022938,22937,,0.97216122499476,0.9155847368259575,0.8997902776743493,,0.018561314933157283,0.05633644221701031,0.06690631592371386
Akap6,0.308699799,0.197130713,0.197266396,0.281455227,0.40244945,0.075495607,ENSPEMG00000012708,12707,,0.9722973556435041,0.97737324634787,0.8601540819715239,,0.018470530042629274,0.015085646815526932,0.09350310596467232
Slc36a4,3.060037449,4.17311429,4.563909465,2.876147258,6.540224277,3.208130479,ENSPEMG00000023886,23885,,0.9725964598012521,0.9281304142570385,0.8915460417232509,,0.018271059951751156,0.047949805635050025,0.07242929360468059
null1591,0.658824653,0.251603948,0.475579012,0.324260617,0.96488341,0.234010704,ENSPEMG00000010476,10475,,0.9726162933163492,0.9687268989281206,0.9088316638231029,,0.018257833196039297,0.020851756132789473,0.060854009185184604
Lcn2,0.471658558,0.060041851,0.652570065,0.593249539,0.115128134,0.418825976,ENSPEMG00000007881,7880,,0.9727360328319582,0.9806646365812769,0.9785980549618647,,0.01817798034972655,-0.012890956338247835,-0.014268931755070977
Adam32,0.195967673,0.18175356,0.131356809,0.22964633,0.098401708,0.16904456,ENSPEMG00000018779,18778,,0.972982157376485,0.9868936307331115,0.9964889020442802,,0.01801384357111087,-0.00873780188593394,0.0023407362454805295
Cdh23,0.041580799,0.060871923,0.060031011,0.070491439,0.071046815,0.029538518,ENSPEMG00000001083,1083,,0.9729841158633032,0.9558672719141743,0.827838005241001,,0.01801253748944104,0.02943031568257609,0.1152854053671955
Snx2,62.40056888,54.60238415,57.00287705,58.58042919,51.65706031,62.01341155,ENSPEMG00000019987,19986,,0.9730908020354622,0.9792253053117675,0.9059974023539962,,0.01794139038194012,-0.013850682170225281,-0.06275076211386826
null1592,3.522881823,1.748277436,2.03986096,2.466394076,2.731471418,2.168040347,ENSPEMG00000019329,19328,,0.9731074318944686,0.9862904592450492,0.9783464800459101,,0.017930300241631295,-0.009139948349633692,0.014436682923357952
Ifnar1,12.86426381,14.72171194,17.70941885,11.11809623,25.43130682,11.89479982,ENSPEMG00000022113,22112,,0.9737579749597335,0.9361102174890353,0.894062106379458,,0.017496468737280002,0.04261899241468628,0.07074327661150974
Grpel1,80.40577434,71.802132,73.34320081,74.71505061,59.52124535,87.1933634,ENSPEMG00000012009,12008,,0.9739762970998131,0.9933419880300676,0.8922371724789601,,0.017350876444092167,-0.004438703797204235,-0.07196612549117859
Nfyc,10.49301224,10.55931553,11.47584958,10.12141064,9.693917529,12.41659132,ENSPEMG00000008178,8177,,0.9739813954648789,0.9745206505410908,0.8941536061345069,,0.017347476510689075,0.01698786713537681,-0.07068197022599776
Angptl7,0.131016266,0.161651138,0.120037972,0.208331778,0.203688237,0.032217383,ENSPEMG00000016277,16276,,0.9742005000079408,0.9705792467391406,0.8301845806578382,,0.017201363214031373,0.019616351639460683,0.11370024214279478
Plekhg1,0.093626473,0.321802034,0.323443383,0.201879193,0.403527227,0.194782692,ENSPEMG00000003381,3380,,0.9743428273683897,0.9208660008341372,0.885777595275414,,0.017106450378273574,0.052805079590356116,0.07629631333715278
null1593,5.896330225,5.609389398,4.332329359,3.886685483,1.757938267,9.256245317,ENSPEMG00000014056,14055,,0.9746374093307664,0.9853063830791592,0.8871788565234733,,0.016910005575206888,0.00979605796611982,-0.07535673685555205
null1594,5.746757095,9.876042836,9.240455764,5.755878499,12.17015561,8.220992867,ENSPEMG00000022202,22201,,0.9747785111483589,0.9176813607429695,0.9217933816599007,,0.01681591094005207,0.05493435282558207,0.05218511723447247
Hars,73.88106005,55.75745792,62.87142594,69.9311202,54.20996219,65.82344808,ENSPEMG00000007577,7576,,0.9748307307121724,0.9647534073248768,0.9549076348716294,,0.016781088070855314,-0.023502055543688775,-0.030070640478497522
null1595,325.1878545,272.0875628,239.1668696,357.8653462,248.0466961,229.9687567,ENSPEMG00000015084,15083,,0.9750420480570754,0.9806399540690406,0.9277963647970815,,0.01664017049013858,-0.012907414084793345,0.048173020880720285
Zfp423,3.858078304,5.549464031,6.662418418,4.60139257,6.955409554,5.087156272,ENSPEMG00000015523,15522,,0.9751473825464854,0.927552217732606,0.9143759940853304,,0.016569928129407732,0.048336165473857634,0.057144873501133356
Rpl19,1903.371442,1639.280152,1858.436858,1552.488648,1204.729682,2475.607425,ENSPEMG00000020405,20404,,0.9753785604959524,0.9922792358162572,0.8784571072107972,,0.016415767562287242,0.0051472215791358855,-0.08120710448254637
Clca2,8.160299659,13.06508406,10.23352182,10.33157703,16.01875818,7.14520824,ENSPEMG00000021862,21861,,0.9754877018771256,0.9330119749464624,0.849052416680471,,0.016342987115643443,0.0446884318017052,0.10097489989716335
Gpm6b,1.831578749,0.043603738,0.185443436,1.653080226,0.058526041,0.233189953,ENSPEMG00000000655,655,,0.9755413036458802,0.9666325872955682,0.9786288443420167,,0.01630724307701499,-0.022248612829802963,0.014248401327603272
Cdk11b,87.08464045,86.81479875,87.56058134,98.85035793,71.39260066,88.43477245,ENSPEMG00000018343,18342,,0.9757762123767181,0.9866482345682396,0.9891444167138502,,0.01615059599876848,-0.008901412056040482,-0.007237181877579511
null1596,1.36485481,0.850437022,1.166724213,0.872102803,0.210410712,2.041214865,ENSPEMG00000021030,21029,,0.9759766915893852,0.9997925332147548,0.8793279302109483,,0.016016908606922564,0.0001383111910454038,-0.08062272976709617
null1597,60.95377705,51.3134608,62.70390203,48.35862441,44.52226817,77.85205883,ENSPEMG00000020541,20540,,0.9760139850420578,0.9890139516809338,0.8775637153636524,,0.015992039935198543,0.007324163176966769,-0.08180668228465482
Epha5,0.029496467,0.050690914,0.143723111,0.079846714,0.136077257,0.031430923,ENSPEMG00000005854,5853,,0.9760142215276656,0.9544159692828724,0.8870747308952218,,0.01599188223779663,0.030398717447518098,0.07542655075630872
Crebl2,2.802463075,3.09810832,3.194187396,1.790692962,5.184448172,2.724303719,ENSPEMG00000018315,18314,,0.9761066129291082,0.9359026344099353,0.9222522351893924,,0.01593027227464175,0.042757633779368476,0.05187838446048429
Ung,6.68251124,6.419042462,7.599490332,5.704085055,7.822483503,7.38923498,ENSPEMG00000016245,16244,,0.9761501231247621,0.9471094416118373,0.9915559944239439,,0.015901258127917747,0.03527500345855271,-0.005629396516093066
Mid1,1.710980509,0.82019294,0.697643848,1.409391072,1.48462036,0.472961715,ENSPEMG00000008470,8469,,0.9762980917812009,0.9946563605078447,0.9018828499828841,,0.01580258756259767,-0.003562441398404781,0.06550512579574344
9030624J02Rik,47.68017016,40.44563166,43.52914873,46.58781329,43.82810732,41.33625903,ENSPEMG00000017901,17900,,0.9763163382949058,0.9711376112645944,0.9491856548669881,,0.015790420184007364,-0.01924396803179121,0.03388920375847676
Snrpe,221.6754911,170.1955555,184.6184007,161.0702259,120.6011485,273.4010059,ENSPEMG00000008031,8030,,0.9764346427992302,0.9988549080252841,0.8760826683858258,,0.015711530942530028,0.00076339479810561,-0.08280078094755144
null1598,6.567085135,8.188577112,6.215242312,7.108389874,4.252098624,9.036596435,ENSPEMG00000022566,22565,,0.9765842427646049,0.9814961536735776,0.9259502087066727,,0.015611773162876541,0.012336523381994535,-0.049406728545862394
Grb14,53.72017675,128.2412976,116.8675887,59.01318168,130.5663774,120.7724951,ENSPEMG00000012898,12897,,0.9766345511894485,0.9180617830059143,0.9727584037321446,,0.01557822605418617,0.054679973872348686,0.018163061490541352
Etv4,6.284195779,3.212738082,4.314225621,5.371718978,3.341636901,4.750847234,ENSPEMG00000007946,7945,,0.9767277488952527,0.9623995202402845,0.9585008007496053,,0.01551607922854168,-0.025072240120477103,-0.027673196932097258
Slc11a1,1.565587196,0.384361027,0.448017571,1.57412647,0.343932738,0.405149473,ENSPEMG00000000568,568,,0.976916413426604,0.9666422286721135,0.9690077001920702,,0.01539027283149233,-0.02224218206312502,0.020664474590113308
null1599,2.011102208,3.382411571,3.68701923,2.001500846,4.260051281,3.216858736,ENSPEMG00000001755,1755,,0.9770929917037369,0.9224873870614834,0.9472374465030468,,0.01527252630339936,0.05172119477119736,0.035189560803221984
null1600,35.32198536,30.86151158,34.23628458,32.77488756,28.06056389,38.04801312,ENSPEMG00000017477,17476,,0.9771098340266396,0.989319606704221,0.8844216338500976,,0.015261295470464398,-0.007120382531288605,-0.07720564429079782
Igf2r,36.72346881,54.10168067,54.31894499,44.84053923,61.3468231,43.84296745,ENSPEMG00000016189,16188,,0.9771656216212493,0.9243844396007167,0.8856208415246708,,0.015224095097594634,0.05045318352479028,0.07640142857021595
Maff,10.19734572,6.10465357,6.602566692,9.472673217,5.883001786,7.146183454,ENSPEMG00000003713,3712,,0.9772517910962799,0.962907800714305,0.9943207134115492,,0.015166635513523673,-0.02473317619912911,-0.003786209151215837
Irf3,24.34221069,18.65573262,20.82899463,24.80370564,18.40727309,20.04215555,ENSPEMG00000010948,10947,,0.9775617071188268,0.9623468982635024,0.9906881186420178,,0.014959977939823621,-0.025107343535853158,0.006208000655930385
null1601,2.240003819,2.717322643,2.473010864,1.469981466,4.477059022,2.059294196,ENSPEMG00000019495,19494,,0.9776117451106878,0.9358826417186263,0.9101726120178684,,0.014926611827858344,0.042770986659805166,0.059956769804822535
null1602,4.702199482,4.040463407,3.100588659,3.17478696,1.244888792,6.68077618,ENSPEMG00000019549,19548,,0.9779198945953721,0.9952654864534057,0.8849010687813267,,0.014721133684098497,0.0031563528461846513,-0.07688411241521126
Kif23,1.024289867,2.813628313,2.371850105,1.360558331,3.068933425,2.143480439,ENSPEMG00000018508,18507,,0.9783389602707399,0.9175595176919041,0.9295715558550465,,0.014441697152222325,0.05501582776483233,0.04698687477778256
null1603,38.95857921,26.10012043,34.0618592,37.25541126,22.49725378,36.61757857,ENSPEMG00000018689,18688,,0.9787772831761016,0.9663360077431069,0.9294635424107083,,0.014149422149696694,-0.022446431324968513,-0.04705904331679717
Tbc1d2b,28.09685517,17.27316689,15.49993353,25.19624607,21.40832621,14.8253417,ENSPEMG00000000960,960,,0.9793096010331712,0.9783075335063433,0.9322250266989422,,0.01379447428332306,-0.014462652705376638,0.04521412620612997
Rap2c,20.70773622,20.03370262,21.74671272,17.0641668,23.49106756,22.48944429,ENSPEMG00000005315,5314,,0.9793895674934806,0.9480159590728595,0.979222802115135,,0.013741153202616263,0.03466991840286768,-0.013852351288224762
Plcd1,12.17355789,23.2386954,23.17979596,14.59598317,20.20177155,24.43292863,ENSPEMG00000012839,12838,,0.979822102767162,0.9302798494225512,0.9871318612399189,,0.013452743031089287,0.046513644772032514,-0.008578969640449047
Kif17,0.196768963,0.366335349,0.426118795,0.266326054,0.518721321,0.268644288,ENSPEMG00000009847,9846,,0.9801301575570218,0.9317266618589084,0.8948089558586967,,0.013247336562187989,0.04554705506893078,0.07024289039159942
Slc38a10,71.58509827,89.60505559,86.63550732,74.43759327,108.5086324,73.28190792,ENSPEMG00000008379,8378,,0.9803306813467877,0.9320928021623659,0.8829759237624162,,0.013113630807425808,0.04530245682599102,0.07817530377205092
Dars2,12.44863438,11.53022377,13.44512784,13.97053603,11.74212558,11.66428753,ENSPEMG00000009176,9175,,0.9805217628571595,0.9807799745488847,0.944829070713634,,0.012986221435783596,-0.012814051656161896,0.0367972277809436
Itgal,0.226194002,0.051829849,0.09796821,0.063616153,0.249874515,0.089524835,ENSPEMG00000023615,23614,,0.9807044560591781,0.987385106615956,0.9604473205370183,,0.012864405616615435,0.008410127206133558,0.026374568515662736
null1604,2.245004798,3.226011022,2.307264515,1.460778029,0.769040738,5.068301141,ENSPEMG00000021102,21101,,0.9808399327487756,0.9745009952884985,0.8912407003565259,,0.01277407297886507,0.01700097442262527,-0.0726339310804966
null1605,108.3083253,99.29397928,115.6849629,104.0545294,68.53062014,140.3303509,ENSPEMG00000011397,11396,,0.9811564042005336,0.9973406174582551,0.8862811678912744,,0.012563058143933659,-0.0017729235520819175,-0.07595864131469487
Pygm,0.248548243,0.321503655,0.269125467,0.410399391,0.169089443,0.247761681,ENSPEMG00000013433,13432,,0.9813304595685929,0.9962100294872666,0.9553765339395243,,0.012447003083562017,-0.00252665238518196,0.029757761114305656
Txnl4a,201.4460244,190.6749923,187.3395704,180.066887,148.4616555,238.3114414,ENSPEMG00000021776,21775,,0.9815306801870733,0.9985063240406575,0.8773659188006855,,0.012313502209276794,0.0009957843020302892,-0.08193943653818897
null1606,2.830465979,2.349264363,1.021599761,2.588070286,2.79674062,1.085794347,ENSPEMG00000007959,7958,,0.9816793668212698,0.9919871955037942,0.8899572454998914,,0.012214362875441642,0.0053419204766883555,0.0734941599112933
null1607,27.94199929,30.56374964,38.07547079,35.08036793,29.08666617,32.18418133,ENSPEMG00000007129,7128,,0.9817699678832098,0.9864221835052717,0.9806131827899331,,0.012153953199422942,0.009052124909770115,0.01292526458222984
null1608,1.190833292,1.36433127,1.054981612,0.9590807,0.428082076,2.018754314,ENSPEMG00000008188,8187,,0.9820087789564356,0.9875982588401397,0.8874449495344786,,0.011994722602765129,0.008268015840664666,-0.07517833080817476
Lrmda,1.611099587,0.615276031,0.50880724,0.49559483,0.737356318,1.394867297,ENSPEMG00000015468,15467,,0.982163896702562,0.9915219417969947,0.9063712407971112,,0.011891296019622577,-0.005652098989741866,-0.06250055517894629
Tecpr1,4.771394257,4.74493508,4.615207366,4.824172928,5.421038129,4.118938642,ENSPEMG00000002374,2373,,0.9826180656206522,0.9689207709251009,0.852844849243461,,0.011588475002301757,0.02072245226194125,0.09842122738546832
Mastl,0.418042837,0.751079772,0.740704024,0.439562188,1.435994593,0.28347403,ENSPEMG00000022732,22731,,0.9826687754389388,0.9422050287774795,0.8777528554391985,,0.011554663929430137,0.03854907585880324,0.08167974068301881
Rfxank,12.37093244,10.99276393,9.562573482,12.60444206,9.605272771,10.46445158,ENSPEMG00000007761,7760,,0.9829306288919761,0.9708336939184514,0.984478284574482,,0.011380072001364525,-0.019446655450540293,0.010348179661338691
Cdc37,187.6819809,166.1537503,178.0124215,187.5943043,155.0948728,183.4870065,ENSPEMG00000023710,23709,,0.9831290876449764,0.9627784322418652,0.9323096206838365,,0.011247749227917589,-0.02481947482329344,-0.04515761483336145
Fkbp2,43.67578862,39.6875729,35.09103991,37.87619103,30.53177216,47.46947846,ENSPEMG00000018692,18691,,0.983142842940215,0.9922138785343894,0.8877915244081971,,0.011238577871752364,-0.005190794264590959,-0.07494597170424835
Il1r1,14.3635645,10.91417128,11.68060615,11.58282296,21.3447857,6.625032772,ENSPEMG00000015111,15110,,0.9833113418596476,0.9721857853201858,0.8806542137697357,,0.011126231210159154,0.01854493574485394,0.07973281990536246
Mbd5,2.45041686,2.870470436,2.593706251,3.025950974,3.010694114,2.056062868,ENSPEMG00000012335,12334,,0.9835601147020099,0.9692191394690285,0.8358166997086249,,0.010960362419774439,0.02052345526400473,0.10989796673659524
null1609,23.56819516,23.55376722,15.0409025,13.21785248,6.835559578,38.04083645,ENSPEMG00000005981,5980,,0.9836306774360429,0.9897161977647558,0.881174457908672,,0.010913314969522803,0.006855975577171491,-0.07938378122745587
Sec16b,0.174282103,0.514544703,0.442744706,0.191351469,0.647930429,0.378566735,ENSPEMG00000020079,20078,,0.9844173133666373,0.9256940972816443,0.9330182946120631,,0.010388831503553925,0.04957788875127361,0.044684210261449045
Gsk3a,101.3525992,110.0031678,98.79898599,113.1842391,103.3599689,95.13735893,ENSPEMG00000009695,9694,,0.9848942247005376,0.9857103173427455,0.8731823190553398,,0.0100708573357014,0.009526743316888242,0.08474801375439964
Clcf1,10.77418674,9.682370852,7.794704522,11.37735326,8.820762516,8.057943213,ENSPEMG00000008786,8785,,0.9850277894936379,0.9785678815024612,0.9322338207979214,,0.009981805188068793,-0.014289051496880173,0.045208251465203686
null1610,72.89637217,60.76235355,61.69023065,64.32102997,57.54397886,70.96302377,ENSPEMG00000010063,10062,,0.9852130541482346,0.9703399985447766,0.8932798569714161,,0.009858283262724116,-0.019775912335637857,-0.07126741882781903
Krt17,3.455961409,3.105149476,4.720299153,4.33355763,2.835245094,3.927101275,ENSPEMG00000018467,18466,,0.9853476739554646,0.985905969986357,0.9727415559976902,,0.009768528080823569,-0.009396296543320144,-0.018174297022370195
