6,,,,,,,,
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID
Sgcd,3.631108287,4.706729035,9.01140232,3.652590863,6.404829531,8.10564663,ENSPEMG00000011649,11648
,1.039691078,0.659396821,1.025251856,0.767573442,1.20726958,0.8704746,ENSPEMG00000013148,13147
Sun1,7.146835493,7.491232021,8.491202291,7.820897276,8.313086411,7.372494557,ENSPEMG00000023465,23464
Tarbp1,0.526738273,0.785111456,0.913662274,0.664486162,0.862809915,0.784706553,ENSPEMG00000006888,6887
Slc18a1,0.571707343,0.825872105,0.762584025,0.848227558,0.793610537,0.600372414,ENSPEMG00000020298,20297
Tmem110,10.07769089,9.539494141,9.814163829,8.649830195,10.46201032,10.60765377,ENSPEMG00000009634,9633
Zfp143,7.206453452,8.061765133,8.170960077,9.206034281,8.249584795,6.564367735,ENSPEMG00000012054,12053
Dnmt3a,0.840848914,1.264774211,1.362900928,0.751530201,2.184910487,0.978447441,ENSPEMG00000006987,6986
Cfap43,0.12252819,0.161976791,0.255138955,0.282974216,0.202915395,0.09541209,ENSPEMG00000007262,7261
Zdhhc24,2.919029075,4.066956953,2.080658179,3.970748655,4.356706389,1.609940054,ENSPEMG00000013546,13545
Coro1c,59.68614586,50.58614168,54.94551264,55.6720425,50.51946989,58.605451,ENSPEMG00000012562,12561
Crybg3,2.821548618,3.56704332,3.935566827,3.783040537,5.221362756,2.221620609,ENSPEMG00000014782,14781
Hist1h2bg,0.087743009,0.140737368,0.152011556,0.120919104,0.030841022,0.224393826,ENSPEMG00000000295,295
,0.586493936,0.323213057,0.562702148,0.365393484,0.502323398,0.624957756,ENSPEMG00000021037,21036
Snx32,2.810869296,2.843987639,2.318918245,3.186138626,2.961861106,2.087573062,ENSPEMG00000012232,12231
,74.67625984,1.442384704,66.86804907,40.63507335,1.455643075,96.51932878,ENSPEMG00000001982,1981
Myh13,0.00785919,0.202595204,0.114882967,0.015472558,0.328040628,0.083746162,ENSPEMG00000001511,1511
Trex2,0.648631866,0.29725361,0.737448469,0.606563462,0.256487995,0.794846484,ENSPEMG00000004918,4917
Ppp1r14a,0.906401841,0.955382917,0.78515403,0.785159357,0.477890368,1.352184493,ENSPEMG00000011179,11178
Prr11,1.221382689,2.702157474,2.120561213,1.803422064,3.534381148,1.458559868,ENSPEMG00000013346,13345
Gas7,0.370135077,0.525330237,0.909228682,0.424164583,0.95147583,0.600444332,ENSPEMG00000016042,16041
Sod1,540.5107255,366.7127548,428.6750323,444.1830025,299.6445429,575.0228027,ENSPEMG00000011131,11130
Gabarapl1,113.0203654,92.32540676,61.97018488,116.9619724,84.01381508,72.93744157,ENSPEMG00000016702,16701
,1.184728542,0.49658674,0.657049951,0.483546535,0.406266699,1.416380578,ENSPEMG00000000957,957
Enpp6,2.555171288,2.391937537,1.079692893,3.435409785,1.889346028,1.062535089,ENSPEMG00000001747,1747
Fancd2,0.404378365,0.846709921,0.709629841,0.503286989,1.021092099,0.619107134,ENSPEMG00000009172,9171
,370.3262921,317.7867262,321.6878472,357.9555251,237.2354645,403.5667208,ENSPEMG00000013195,13194
Trak1,3.150641661,3.795886426,3.840173744,3.339304172,4.943872162,3.10858246,ENSPEMG00000019674,19673
Pdk1,17.90544315,22.15119336,22.0807624,16.93687944,27.82226428,20.47487486,ENSPEMG00000002841,2840
Itm2a,14.25017833,28.20894176,20.30660848,13.78956735,29.37633021,24.08666554,ENSPEMG00000023946,23945
Prr22,0.153353985,0.159724393,0.120763715,0.082339455,0.134756994,0.222833651,ENSPEMG00000014824,14823
,100.2739408,78.56689333,106.7360821,99.43992269,85.3830791,100.6908322,ENSPEMG00000016669,16668
,0.029907734,0.125638807,0.04317838,0.127573351,0.017520581,0.063738324,ENSPEMG00000023489,23488
,9.541598418,5.238133927,5.5245062,6.065909827,3.784671996,10.09675495,ENSPEMG00000014084,14083
Slc50a1,19.03642429,24.22134562,24.33483785,20.62639546,19.35834038,27.83564445,ENSPEMG00000011573,11572
,1.502101945,1.116786757,2.024424174,1.620179523,2.330965743,1.055723967,ENSPEMG00000015850,15849
Macf1,7.13080563,8.532464537,10.35661191,9.440209652,13.43011956,5.45824158,ENSPEMG00000012737,12736
Aimp2,43.48672259,38.23887881,47.59569174,39.34732138,36.64433742,52.80688982,ENSPEMG00000023504,23503
Abcb4,0.018085383,0.069067751,0.124023546,0.106815262,0.079460987,0.044966763,ENSPEMG00000022557,22556
,9.814798031,7.9932639,9.21891624,5.121654881,3.221226153,18.14482998,ENSPEMG00000013205,13204
,8.749284838,4.215704455,5.577934693,6.801423944,5.640462061,6.229912628,ENSPEMG00000006297,6296
Slc7a3,0.057360355,0.131434898,0.248436798,0.244674264,0.210018155,0.040748133,ENSPEMG00000011675,11674
Ube4a,12.57872841,12.22761577,14.09265167,12.00296747,21.0182382,9.232122824,ENSPEMG00000024077,24076
Ccdc14,0.668372836,0.485598289,0.582496033,0.649896678,0.723406756,0.43427225,ENSPEMG00000014494,14493
,13.20597067,14.00707887,8.434345907,8.226208953,4.940980146,21.93261398,ENSPEMG00000014881,14880
Hacd3,28.66410116,26.80181108,26.39463519,26.93936622,26.31834367,28.50473243,ENSPEMG00000008076,8075
Trim15,0.025660876,0.035279432,0.011114132,0.015155738,0.013529413,0.043750054,ENSPEMG00000023524,23523
,1.084211855,1.04254029,0.985299087,0.609860439,1.939488567,0.907749331,ENSPEMG00000000745,745
,0.635230381,0.873336019,0.619038797,0.562766361,0.167459104,1.353780933,ENSPEMG00000015235,15234
,56.20509021,46.94436702,52.82794963,63.22782354,44.058253,48.99085462,ENSPEMG00000012214,12213
Stau1,42.82589638,37.11640072,39.89473698,45.00922533,39.00117872,36.66846698,ENSPEMG00000022045,22044
Scamp2,26.95420555,26.90058429,25.31761828,29.03756582,27.77930462,23.51777779,ENSPEMG00000006736,6735
Txndc15,39.17667002,35.74080891,32.51175013,37.57877133,31.5360231,37.9508904,ENSPEMG00000011451,11450
Ypel3,78.94607559,86.0655983,69.34230903,81.5298269,72.37076454,81.13829086,ENSPEMG00000015051,15050
Slc10a6,0.441126072,0.195266543,0.282245805,0.611865687,0.132147076,0.192295753,ENSPEMG00000016611,16610
Tbc1d5,12.50341169,11.80748118,11.16957574,11.32550713,17.64857283,8.906137721,ENSPEMG00000019337,19336
,7.757835505,3.442825305,4.747884887,7.938348361,4.39201584,3.937261215,ENSPEMG00000002191,2190
,22.78250194,19.7890746,19.31972943,23.53136226,18.59297807,19.85935784,ENSPEMG00000011476,11475
Epha2,26.95932812,61.74744697,59.35588804,30.12326177,79.89627129,52.4489381,ENSPEMG00000023679,23678
Rps11,1554.181247,1341.768996,1491.155074,1540.916731,1020.390362,1769.157928,ENSPEMG00000015976,15975
,0.651213071,0.44087213,0.790596689,0.466202685,0.164736192,1.198591411,ENSPEMG00000015451,15450
Zxdb,0.026734913,0.091890138,0.014474144,0.013158402,0.152703287,0.01424413,ENSPEMG00000007894,7893
Prex2,2.766702471,6.070702432,3.982939321,3.287668817,9.990481014,2.053605386,ENSPEMG00000016822,16821
Tusc5,0.438619674,0.047859447,0.113079249,0.390640055,0.048943361,0.163213987,ENSPEMG00000022542,22541
Scmh1,16.06503357,19.82042215,16.59527965,18.1426899,22.47338056,14.31470884,ENSPEMG00000007400,7399
,6.708032827,7.20502216,4.842259035,3.989388203,1.842050146,12.50893582,ENSPEMG00000004910,4909
Tcn2,178.4299611,168.3073163,138.2077195,185.1443683,153.8265376,150.1270077,ENSPEMG00000019049,19048
Cnot2,20.2917993,20.92338435,21.50035645,19.74202402,22.70054182,21.00143105,ENSPEMG00000023296,23295
,1.345100333,2.402817708,3.394445201,1.92394633,3.48322911,2.299155168,ENSPEMG00000013837,13836
Shank2,0.020334094,0.046593324,0.017614037,0.012009652,0.075046487,0.017334126,ENSPEMG00000015203,15202
Rab1a,129.852396,128.114815,127.6051393,134.1500424,134.2428788,120.6057945,ENSPEMG00000009340,9339
,37.38798411,30.43421566,34.70681062,36.47776946,27.21690727,37.93725158,ENSPEMG00000013956,13955
Tep1,2.030451169,2.322905519,2.644634439,2.456369353,2.784937223,2.000558585,ENSPEMG00000012018,12017
AI593442,1.014433898,0.044701209,0.253481199,0.998569076,0.205711184,0.166302023,ENSPEMG00000007289,7288
Tlnrd1,10.22720914,7.64169017,9.767056576,8.48318181,11.29418625,8.641634955,ENSPEMG00000007538,7537
,4.329058541,3.390869305,3.252523131,2.826409597,1.513868798,6.354601017,ENSPEMG00000012471,12470
,3.947012559,2.796543886,2.924168252,2.300497624,0.73018204,6.308802091,ENSPEMG00000020032,20031
Erc2,0.101325825,0.140964547,0.086204294,0.092616812,0.235315257,0.05398552,ENSPEMG00000007673,7672
Gne,21.67763312,22.35967868,20.57809021,23.74943751,21.50999655,19.93082016,ENSPEMG00000016886,16885
U1,0.327076069,1.686281782,1.416618335,2.092745829,1.149648318,0.522789871,ENSPEMG00000001692,1692
Nt5c3,13.55939969,10.43188679,13.01745117,10.94171725,12.33071517,13.86063401,ENSPEMG00000011239,11238
Ndufb5,62.09975469,55.27658947,61.74430783,48.80545767,43.94629896,84.55492181,ENSPEMG00000018635,18634
Nbn,10.04639253,9.07852723,10.42605177,11.75582344,8.698145503,9.203744272,ENSPEMG00000001045,1045
Pik3r1,24.4109605,14.93343435,12.85928349,27.8906518,17.43601079,9.25030548,ENSPEMG00000022152,22151
,22.30530523,23.82837394,18.87551342,12.11562002,9.093868477,42.66489275,ENSPEMG00000009257,9256
Ubac2,18.22447589,15.91195576,17.28685167,17.90675528,16.86112904,16.7643043,ENSPEMG00000001230,1230
Jrk,5.49309433,4.726375056,5.255142399,4.886012652,6.72672127,4.46640856,ENSPEMG00000009341,9340
Kdsr,15.14868714,12.60023294,10.92999565,15.04971533,14.64491628,10.12297352,ENSPEMG00000009948,9947
Kif20b,0.337573443,0.8984641,0.646691056,0.587904948,0.748436591,0.653016357,ENSPEMG00000019326,19325
Pcnx4,7.811405363,7.008492739,6.403996754,8.198529558,8.776278952,5.140153731,ENSPEMG00000012337,12336
,181.1181304,154.068222,153.2154699,160.5490972,133.3800998,190.1041854,ENSPEMG00000009538,9537
,6.706156979,6.973988638,5.920799114,3.656092868,2.130514375,13.35745663,ENSPEMG00000012575,12574
Fbxw11,13.92425799,13.34702071,13.71142557,9.90312224,25.25291762,10.26192055,ENSPEMG00000014614,14613
Golga2,35.89395759,39.71942749,42.60160381,38.79395167,41.97479517,38.97627181,ENSPEMG00000010366,10365
,90.20712548,78.69262937,22.35551621,101.1543006,82.68246753,24.25260936,ENSPEMG00000011163,11162
,25.24516676,29.75358374,25.00713529,29.72530542,26.59924271,24.73844955,ENSPEMG00000018658,18657
Mkx,0.523654677,0.331005978,0.945013112,0.521390082,0.502464736,0.795306543,ENSPEMG00000019424,19423
Cntln,1.635794679,3.473817373,3.63100419,2.835123868,2.638700665,3.473698291,ENSPEMG00000013809,13808
Macrod1,7.615118285,6.740500841,6.062164571,7.449320564,5.378331599,7.432006621,ENSPEMG00000014855,14854
Renbp,4.165967887,1.655553981,1.880914994,3.798172699,2.026255161,1.998451413,ENSPEMG00000010870,10869
Kcnk4,0.38095303,0.269575659,0.181981765,0.253673272,0.157531985,0.405936936,ENSPEMG00000017633,17632
,1.071136559,0.741711487,0.802949251,1.26294462,0.641285452,0.727475849,ENSPEMG00000000156,156
Fbxo46,10.47536528,11.02904687,10.97900699,11.28484665,13.91820899,8.667483846,ENSPEMG00000012576,12575
Mtmr9,9.648112954,7.620416446,8.513034733,8.762097473,10.75400858,7.145131132,ENSPEMG00000022382,22381
Epb41,1.861049954,2.67304431,1.882422242,2.193865634,2.855902943,1.73158708,ENSPEMG00000016438,16437
,0.003377104,0.431407912,0.555817299,0.014959299,0.91697839,0.309478128,ENSPEMG00000013197,13196
,1.972587087,1.714469383,0.73651617,1.606955272,1.464402697,1.449623831,ENSPEMG00000013900,13899
Iah1,18.48684693,16.59691347,19.72141093,18.83367164,13.51564595,21.81746349,ENSPEMG00000016641,16640
Dpep1,16.47254835,3.765205129,6.48726034,17.57283346,3.125543151,6.182411828,ENSPEMG00000012103,12102
Ptn,4.428879566,1.376387074,2.349234585,4.359615922,0.882350614,2.770461096,ENSPEMG00000006881,6880
,11.37256841,11.11250772,10.61560295,12.70020752,7.271085696,12.70343822,ENSPEMG00000020170,20169
D630003M21Rik,0.297567395,0.346902433,0.508741416,0.030833022,0.555075559,0.645291007,ENSPEMG00000021503,21502
Cryzl1,18.01874432,15.83929417,15.4001107,16.51240386,14.17702443,18.23018872,ENSPEMG00000000335,335
Spata6,8.811032917,7.317879061,6.926379,8.813580014,6.865547165,7.39361932,ENSPEMG00000022120,22119
Noa1,12.33138826,10.1783684,13.07036764,12.03601515,10.48820422,12.90705381,ENSPEMG00000020457,20456
,32.2485808,31.83343599,38.2149248,34.97231362,45.04991099,27.0542693,ENSPEMG00000008100,8099
,17.76499588,17.4956388,23.53486205,23.44984068,15.61066338,19.79792546,ENSPEMG00000013367,13366
Cenpa,0.587903019,1.814862758,0.866449723,0.498332535,1.75073038,1.357328376,ENSPEMG00000017924,17923
Erbb2,13.21431233,12.18362377,13.10826799,12.5350485,13.90265751,12.46007958,ENSPEMG00000023918,23917
Rnf125,1.587777723,2.315228821,2.031816438,2.237854966,2.631912024,1.422741135,ENSPEMG00000011406,11405
Als2cl,4.387938407,9.09421584,10.6021479,4.629917476,11.37250331,9.745442569,ENSPEMG00000015005,15004
Ankrd44,1.0101544,1.29655592,1.184248134,0.882211034,2.462740956,0.663646957,ENSPEMG00000016873,16872
Ampd1,0.77768615,0.665559409,0.497125969,0.802416562,0.576342386,0.579083782,ENSPEMG00000017567,17566
Sybu,0.86960781,2.262102269,2.253671178,1.34716003,2.517943044,1.914041184,ENSPEMG00000013342,13341
Gpn2,34.16763742,28.12980853,31.75366347,32.75442693,26.17686302,34.34102727,ENSPEMG00000020796,20795
,0.670454994,0.630969403,0.49261689,0.424266228,0.252492855,1.071637804,ENSPEMG00000015301,15300
Sun2,57.91528342,57.02047622,45.53254294,55.73386466,60.26033482,47.95178643,ENSPEMG00000005360,5359
Ednrb,2.676424948,0.966291682,0.986295903,2.767403465,0.676900651,1.192307647,ENSPEMG00000019481,19480
,5.828064235,6.628796334,5.304535138,3.990899907,1.744212318,11.52052697,ENSPEMG00000020828,20827
Acbd5,4.629647656,4.915053876,6.116167299,5.032323691,7.80657996,3.904713493,ENSPEMG00000022231,22230
Cops2,60.80929236,57.36165357,58.0447271,60.27459564,54.62998888,60.72062737,ENSPEMG00000016940,16939
P2ry6,2.229336769,1.046273845,0.9452029,2.419207053,1.062102297,0.844319343,ENSPEMG00000021012,21011
Dnajc21,15.93880645,21.54605286,20.76744715,18.63058521,16.70548926,23.04345217,ENSPEMG00000016806,16805
Dmxl2,0.196408456,0.271782362,0.201621301,0.173249865,0.452769405,0.135902234,ENSPEMG00000000722,722
Swap70,11.99357005,12.20766947,10.80976178,11.75554854,14.38746255,10.01293023,ENSPEMG00000013401,13400
Add3,2.992284331,2.525385842,2.374361785,2.731883657,3.984265967,1.72813254,ENSPEMG00000022655,22654
,10.87877764,9.284047476,10.39116787,10.99581951,11.30007456,8.818935108,ENSPEMG00000004785,4784
,893.786595,833.5973564,834.9779501,922.8995288,631.7336011,976.8691474,ENSPEMG00000006041,6040
Nthl1,37.27639485,23.31461178,32.58560842,33.0550919,20.18873539,38.19937027,ENSPEMG00000015321,15320
Rusc1,24.08401326,26.11272039,26.5898485,25.49520498,23.55326238,27.62879729,ENSPEMG00000018232,18231
Jam2,0.34937671,1.077674255,0.523802059,0.291003118,1.924706242,0.257739062,ENSPEMG00000017592,17591
Clec16a,4.696198611,4.641526692,5.281792845,4.270709378,7.171490424,4.054579057,ENSPEMG00000006527,6526
Sin3b,29.11242892,29.74183988,27.69626655,27.68314525,34.11474907,26.80426712,ENSPEMG00000001072,1072
,72.88160666,40.77260602,50.34049091,69.15046191,64.75734428,36.41513293,ENSPEMG00000023803,23802
Car12,0.244591491,0.126102218,0.410503762,0.312996194,0.193437247,0.28017988,ENSPEMG00000020817,20816
Eif3i,227.3344339,193.8265326,220.4957239,202.6334077,186.0996948,248.221536,ENSPEMG00000009018,9017
,1466.279067,1096.104352,1343.395713,1280.887912,742.7387769,1789.945958,ENSPEMG00000007476,7475
,4.540351312,3.448421373,4.253380879,4.017388181,6.05186829,2.935488257,ENSPEMG00000000079,79
Tm7sf2,2.157722662,2.043595389,11.01204242,2.081498287,3.905881751,9.67210181,ENSPEMG00000012570,12569
,0.050073535,0.258160403,0.37953374,0.123226076,0.022000599,0.533574895,ENSPEMG00000021646,21645
,1.466253292,1.406282632,1.597986853,1.495037561,2.576886223,0.839733937,ENSPEMG00000021016,21015
AI854703,0.155094231,0.198595401,0.227205404,0.184100489,0.152319874,0.243037823,ENSPEMG00000017717,17716
Foxm1,1.171787681,3.713494829,3.353786022,1.27487904,4.68477419,3.154450383,ENSPEMG00000017790,17789
Chmp6,26.93819445,25.77163607,27.66374151,23.11145669,25.49036624,31.71263704,ENSPEMG00000011607,11606
Itga7,5.891519948,4.909682801,5.541380666,6.023419874,5.079923401,5.245442983,ENSPEMG00000001371,1371
,5.008191339,7.020641671,7.3396446,5.570303783,5.424620115,8.41609363,ENSPEMG00000021635,21634
,0.325690153,0.323389256,0.235102619,0.106865552,0.133557308,0.624689591,ENSPEMG00000011637,11636
,5.56593241,3.340259315,4.376556859,4.304839232,3.609994827,5.224894169,ENSPEMG00000022317,22316
Aurka,4.389491418,7.382750717,6.491167289,5.304360636,7.398692164,6.280350567,ENSPEMG00000020059,20058
Vti1b,68.34266834,60.52461004,64.06817263,66.58660417,52.69285918,71.75016172,ENSPEMG00000008901,8900
Kif27,0.577231086,0.719341987,0.723707193,0.887195277,0.685207059,0.507177349,ENSPEMG00000014256,14255
Pycard,36.22135821,27.27907115,32.78362831,31.12167059,22.44378946,40.99827761,ENSPEMG00000021585,21584
,0.159349865,0.139609508,0.223290146,0.304488629,0.238867478,0.029964785,ENSPEMG00000022516,22515
Chmp1a,71.08840626,57.35165129,69.62283612,65.25264845,76.55884558,60.20133241,ENSPEMG00000013566,13565
Htra2,11.20274151,11.50932111,14.57688977,10.0226009,10.17912126,16.898087,ENSPEMG00000015428,15427
Snx9,27.42115994,23.2210759,22.09872648,27.46404184,25.08048105,21.10923881,ENSPEMG00000018518,18517
Ap5b1,4.65736919,4.104555939,3.782213385,4.873069166,4.579107708,3.366382799,ENSPEMG00000018685,18684
Ift122,16.96065118,17.64866539,18.21349705,18.90894973,22.24973298,13.75441428,ENSPEMG00000017389,17388
,1829.507496,1563.867262,1957.670735,1658.739629,1290.377904,2320.279597,ENSPEMG00000009221,9220
A130010J15Rik,4.038921545,3.594969187,3.885444025,3.56392514,5.47216153,3.086393795,ENSPEMG00000022277,22276
Ing2,6.233303188,4.544566592,4.531036337,6.007096505,4.309143773,4.946738561,ENSPEMG00000000125,125
Zfp367,0.582634047,1.976888166,2.062460003,0.485287999,3.071873713,1.695383673,ENSPEMG00000013770,13769
Ubtd1,48.49693347,41.64200456,40.1495468,47.48808316,38.86833391,43.5136906,ENSPEMG00000009801,9800
,35.10036861,26.59619665,27.42100254,30.58000197,22.9351358,34.39295947,ENSPEMG00000017084,17083
Foxo1,7.474980738,4.206368416,5.219520518,6.188066308,8.935947731,3.081945098,ENSPEMG00000008190,8189
Sms,8.435647131,6.843767567,8.299449895,8.219419551,8.673199899,7.049653941,ENSPEMG00000003756,3755
Cfap206,1.251660406,1.169409628,1.064866739,1.224751734,1.263545221,1.047944542,ENSPEMG00000015467,15466
,11.19424684,10.77357887,13.09546868,11.87793373,14.43636194,9.902818566,ENSPEMG00000009919,9918
,12.07845197,10.52281097,8.780872911,13.10553329,9.447816722,9.067914784,ENSPEMG00000002900,2899
,2.725138336,1.921339243,2.118488328,1.58199877,0.921025073,4.020729371,ENSPEMG00000011716,11715
Rbpms,22.40848466,4.199850524,7.618409948,21.96103532,3.325136674,8.568391935,ENSPEMG00000021130,21129
Ythdc2,1.525131098,1.768708582,1.560493634,1.501279436,2.463145938,1.222592332,ENSPEMG00000018062,18061
Wdpcp,6.817226498,5.323200123,5.788861559,6.391058364,5.901367868,5.696868593,ENSPEMG00000016341,16340
Akap7,7.221606203,5.760209325,6.198670452,7.097418966,8.705466919,4.346824204,ENSPEMG00000021361,21360
Nek2,1.289882749,1.255127743,1.9132489,0.97402423,2.732727267,1.205020637,ENSPEMG00000011480,11479
Kif20a,3.580622226,7.218469383,5.99266835,4.456616624,7.790380051,5.585597042,ENSPEMG00000012784,12783
Sh3d21,0.328073252,0.268479823,0.202991042,0.426745426,0.113256132,0.249706544,ENSPEMG00000022518,22517
Piezo2,1.659185751,0.999076959,0.900571961,1.88803937,1.170857785,0.626260704,ENSPEMG00000009069,9068
Dnajc16,2.387104331,2.613521565,3.112384241,1.995220767,4.697933099,2.152325098,ENSPEMG00000023576,23575
Cdca5,2.138862734,3.661958457,3.304766092,2.412945085,4.635362249,2.727279519,ENSPEMG00000013945,13944
Cfap221,0.031490424,0.009019602,0.102292515,0.100743312,0.034589538,0.016777824,ENSPEMG00000013124,13123
,52.32968742,59.08165745,63.31410554,58.65274008,82.50183195,43.62611572,ENSPEMG00000008355,8354
,79.17929159,66.04603647,57.40336401,41.8207358,26.87795088,126.8947085,ENSPEMG00000013492,13491
Kcnk7,0.133178251,0.217973718,0.247206912,0.149823388,0.250774154,0.22300525,ENSPEMG00000005045,5044
Gcdh,10.06518133,9.050492083,11.19158722,10.00466857,9.417653388,10.81706363,ENSPEMG00000009103,9102
Rpl34,768.8866906,910.8147364,757.5830036,679.4239246,659.4621941,1083.438149,ENSPEMG00000010540,10539
Gdpd1,2.814696873,1.296678479,0.756602974,2.160353495,1.88529076,1.027729469,ENSPEMG00000023830,23829
Shisa4,7.567427497,5.174741001,5.190920406,7.098076059,4.317107215,6.290545474,ENSPEMG00000019105,19104
,2.034605545,4.021378897,4.947199633,2.916337751,6.921470157,2.510362507,ENSPEMG00000022086,22085
,124.5717797,50.09323866,58.71062158,118.3774267,46.21088111,67.03827279,ENSPEMG00000024253,24252
,1.251256123,7.304316178,8.322632716,1.348991199,3.612703,12.19032505,ENSPEMG00000023013,23012
7-Sep,128.6341522,154.8782036,160.3310484,140.6915902,160.7302929,149.3651117,ENSPEMG00000010160,10159
,0.340101222,0.623443412,0.47873551,0.485434405,0.642544041,0.398646553,ENSPEMG00000009072,9071
Gpatch3,4.630155319,2.816911172,3.682360664,3.788695306,3.866745025,3.562629329,ENSPEMG00000020632,20631
Ubqln2,11.67133212,10.07964126,12.21506402,12.68773595,15.47227659,7.585546978,ENSPEMG00000023547,23546
Nhp2,76.18793346,88.84620161,109.132294,79.81570978,70.08240327,122.2115535,ENSPEMG00000023567,23566
Pdpr,3.165837275,2.711593048,3.60098069,2.756750332,4.861674924,2.473330957,ENSPEMG00000009714,9713
Rpgrip1l,1.388616846,1.607736426,1.741823259,1.540169175,2.015084119,1.365062441,ENSPEMG00000021815,21814
Scin,0.440136581,0.701047314,1.069388561,0.433253246,0.754657416,1.075272649,ENSPEMG00000000931,931
Hk3,2.537293395,0.886581193,0.773448926,2.307178643,1.111530743,0.85630248,ENSPEMG00000016834,16833
Xpo6,19.80594474,19.01367017,20.1385734,21.84646759,21.4829045,16.68810178,ENSPEMG00000012100,12099
Zfp541,0.046947125,0.098609623,0.122848498,0.046212915,0.151264383,0.095883246,ENSPEMG00000015026,15025
Cnpy2,131.0054607,108.2734086,120.2062725,111.5128313,89.31094677,152.6311241,ENSPEMG00000015275,15274
Adora2a,0.04266999,0.009777356,0.175569972,0.193212285,0.029996375,0.01818736,ENSPEMG00000023540,23539
Ubr3,7.364437555,8.447100054,9.253483648,6.969965595,14.11494183,6.132627626,ENSPEMG00000021152,21151
Isyna1,22.70646046,18.6530426,13.96574232,23.10294955,17.14523598,15.63389393,ENSPEMG00000010118,10117
Cep162,0.419832848,0.993370032,1.319301169,1.028675578,1.038591108,0.802342262,ENSPEMG00000020569,20568
Synm,0.448103187,0.434871022,0.696406853,0.539693026,0.889439851,0.297729668,ENSPEMG00000012779,12778
Esyt2,13.27881946,12.63580881,14.18924359,12.53781894,20.45621996,9.736466871,ENSPEMG00000023634,23633
,2.373706469,2.149733736,1.713483206,2.358837041,2.602347314,1.517628243,ENSPEMG00000020432,20431
Enpep,0.982256029,0.239831976,0.209228197,0.966894439,0.297146357,0.19732397,ENSPEMG00000012340,12339
,0.835466045,0.622172807,1.266487587,0.575680082,0.587320336,1.513438793,ENSPEMG00000002247,2246
Tmem255a,0.815212323,1.223074749,1.408122202,0.458550368,2.6607391,0.868676099,ENSPEMG00000020511,20510
,121.8081173,115.2260794,130.0587689,106.0533737,97.99290495,158.6711562,ENSPEMG00000012130,12129
Ddx4,0.182948769,0.016768273,0.253561644,0.194494626,0.070735661,0.17935127,ENSPEMG00000010086,10085
Mamdc4,0.213159689,0.215484621,0.271537772,0.178969291,0.154255423,0.354070029,ENSPEMG00000018709,18708
Arhgap8,0.466291421,0.086165736,0.179156477,0.473805468,0.224698876,0.064112522,ENSPEMG00000022442,22441
Kdm5c,16.8159506,18.10550066,32.64091976,17.94287973,22.24777874,28.29049557,ENSPEMG00000018041,18040
,254.3168028,232.2742631,237.9431342,299.8165891,234.7078895,198.4325318,ENSPEMG00000021885,21884
Lgr6,5.678346046,5.596122567,3.852235481,5.821082777,5.835899068,3.928090103,ENSPEMG00000010971,10970
Lactb,10.66125134,7.930829278,7.182030944,9.241102035,8.137570927,8.412402872,ENSPEMG00000021795,21794
Fah,17.78826562,13.29307528,15.47613369,17.94242083,12.9133563,15.3667029,ENSPEMG00000000733,733
Uox,0.031565863,0.126576935,0.222164734,0.124288806,0.166427529,0.117726124,ENSPEMG00000023036,23035
Crabp1,22.50777052,2.02707332,6.595293851,19.3862983,1.17242437,9.426657609,ENSPEMG00000008877,8876
Fn1,195.3769726,528.8833876,384.8699956,259.9736228,661.5747337,309.0788747,ENSPEMG00000018184,18183
Krt7,0.124492961,0.206022429,0.374443584,0.190627118,0.0850857,0.41271234,ENSPEMG00000018537,18536
Dmrtc1b,0.591252893,0.713047627,0.909761471,0.490110515,0.710966723,1.027941757,ENSPEMG00000013412,13411
Clpp,66.98702292,57.12230889,61.39485143,59.58569487,45.35524657,77.18881267,ENSPEMG00000009546,9545
Arl5c,0.879194077,1.282002788,0.389447285,0.6687524,1.439800028,0.681348324,ENSPEMG00000008932,8931
Aprt,492.8031278,456.1457278,470.1131564,433.6835638,375.4435054,590.2188728,ENSPEMG00000007366,7365
Eme1,0.306528623,0.725033676,0.738758564,0.292001414,0.88626941,0.716482173,ENSPEMG00000006307,6306
Rdh5,19.86832836,14.24389077,11.43469778,18.00026492,13.9254357,13.78174533,ENSPEMG00000017945,17944
Rin1,5.677039426,4.754644957,5.545784728,5.559487329,6.561574063,4.328753139,ENSPEMG00000015028,15027
Prdx4,32.74959858,36.96458209,41.89698456,27.27431833,34.32642895,50.00482493,ENSPEMG00000015131,15130
Irx3,38.10873134,26.30077534,23.25254637,37.57050182,27.21008043,23.64892526,ENSPEMG00000022357,22356
Pkmyt1,2.286754079,4.43612256,3.827556097,2.708364067,4.347121898,3.922060082,ENSPEMG00000010679,10678
Mavs,12.61346124,11.04463605,11.25148399,11.12808432,12.19291218,11.74100381,ENSPEMG00000011582,11581
Slc27a1,27.28682079,19.39297144,19.94347391,29.49443373,19.87390058,17.7094219,ENSPEMG00000015035,15034
Pnisr,6.142729856,6.661924218,6.386436822,8.700628429,3.990960623,6.308641993,ENSPEMG00000003524,3523
Cldn19,3.168765507,3.323246655,2.243415796,3.215184558,3.941130545,2.025948908,ENSPEMG00000023473,23472
